Filename,Label
blur_Dat_1.jpg,0
blur_Dat_10.jpg,0
blur_Dat_11.jpg,0
blur_Dat_12.jpg,0
blur_Dat_13.jpg,0
blur_Dat_14.jpg,0
blur_Dat_15.jpg,0
blur_Dat_16.jpg,0
blur_Dat_17.jpg,0
blur_Dat_18.jpg,0
blur_Dat_19.jpg,0
blur_Dat_2.jpg,0
blur_Dat_20.jpg,0
blur_Dat_21.jpg,0
blur_Dat_22.jpg,0
blur_Dat_23.jpg,0
blur_Dat_24.jpg,0
blur_Dat_25.jpg,0
blur_Dat_26.jpg,0
blur_Dat_27.jpg,0
blur_Dat_28.jpg,0
blur_Dat_29.jpg,0
blur_Dat_3.jpg,0
blur_Dat_30.jpg,0
blur_Dat_31.jpg,0
blur_Dat_32.jpg,0
blur_Dat_33.jpg,0
blur_Dat_34.jpg,0
blur_Dat_35.jpg,0
blur_Dat_36.jpg,0
blur_Dat_37.jpg,0
blur_Dat_38.jpg,0
blur_Dat_39.jpg,0
blur_Dat_4.jpg,0
blur_Dat_40.jpg,0
blur_Dat_5.jpg,0
blur_Dat_6.jpg,0
blur_Dat_7.jpg,0
blur_Dat_8.jpg,0
blur_Dat_9.jpg,0
blur_Nam_1.jpg,1
blur_Nam_10.jpg,1
blur_Nam_11.jpg,1
blur_Nam_12.jpg,1
blur_Nam_13.jpg,1
blur_Nam_14.jpg,1
blur_Nam_15.jpg,1
blur_Nam_16.jpg,1
blur_Nam_17.jpg,1
blur_Nam_18.jpg,1
blur_Nam_19.jpg,1
blur_Nam_2.jpg,1
blur_Nam_20.jpg,1
blur_Nam_21.jpg,1
blur_Nam_22.jpg,1
blur_Nam_23.jpg,1
blur_Nam_24.jpg,1
blur_Nam_25.jpg,1
blur_Nam_26.jpg,1
blur_Nam_27.jpg,1
blur_Nam_28.jpg,1
blur_Nam_29.jpg,1
blur_Nam_3.jpg,1
blur_Nam_30.jpg,1
blur_Nam_31.jpg,1
blur_Nam_32.jpg,1
blur_Nam_33.jpg,1
blur_Nam_34.jpg,1
blur_Nam_35.jpg,1
blur_Nam_36.jpg,1
blur_Nam_37.jpg,1
blur_Nam_38.jpg,1
blur_Nam_39.jpg,1
blur_Nam_4.jpg,1
blur_Nam_40.jpg,1
blur_Nam_5.jpg,1
blur_Nam_6.jpg,1
blur_Nam_7.jpg,1
blur_Nam_8.jpg,1
blur_Nam_9.jpg,1
blur_NgocAnh_1.jpg,2
blur_NgocAnh_10.jpg,2
blur_NgocAnh_11.jpg,2
blur_NgocAnh_12.jpg,2
blur_NgocAnh_13.jpg,2
blur_NgocAnh_14.jpg,2
blur_NgocAnh_15.jpg,2
blur_NgocAnh_16.jpg,2
blur_NgocAnh_17.jpg,2
blur_NgocAnh_18.jpg,2
blur_NgocAnh_19.jpg,2
blur_NgocAnh_2.jpg,2
blur_NgocAnh_20.jpg,2
blur_NgocAnh_21.jpg,2
blur_NgocAnh_22.jpg,2
blur_NgocAnh_23.jpg,2
blur_NgocAnh_24.jpg,2
blur_NgocAnh_25.jpg,2
blur_NgocAnh_26.jpg,2
blur_NgocAnh_27.jpg,2
blur_NgocAnh_28.jpg,2
blur_NgocAnh_29.jpg,2
blur_NgocAnh_3.jpg,2
blur_NgocAnh_30.jpg,2
blur_NgocAnh_31.jpg,2
blur_NgocAnh_32.jpg,2
blur_NgocAnh_33.jpg,2
blur_NgocAnh_34.jpg,2
blur_NgocAnh_35.jpg,2
blur_NgocAnh_36.jpg,2
blur_NgocAnh_37.jpg,2
blur_NgocAnh_38.jpg,2
blur_NgocAnh_39.jpg,2
blur_NgocAnh_4.jpg,2
blur_NgocAnh_40.jpg,2
blur_NgocAnh_5.jpg,2
blur_NgocAnh_6.jpg,2
blur_NgocAnh_7.jpg,2
blur_NgocAnh_8.jpg,2
blur_NgocAnh_9.jpg,2
blur_TuNam_1.jpg,3
blur_TuNam_10.jpg,3
blur_TuNam_11.jpg,3
blur_TuNam_12.jpg,3
blur_TuNam_13.jpg,3
blur_TuNam_14.jpg,3
blur_TuNam_15.jpg,3
blur_TuNam_16.jpg,3
blur_TuNam_17.jpg,3
blur_TuNam_18.jpg,3
blur_TuNam_19.jpg,3
blur_TuNam_2.jpg,3
blur_TuNam_20.jpg,3
blur_TuNam_21.jpg,3
blur_TuNam_22.jpg,3
blur_TuNam_23.jpg,3
blur_TuNam_24.jpg,3
blur_TuNam_25.jpg,3
blur_TuNam_26.jpg,3
blur_TuNam_27.jpg,3
blur_TuNam_28.jpg,3
blur_TuNam_29.jpg,3
blur_TuNam_3.jpg,3
blur_TuNam_30.jpg,3
blur_TuNam_31.jpg,3
blur_TuNam_32.jpg,3
blur_TuNam_33.jpg,3
blur_TuNam_34.jpg,3
blur_TuNam_35.jpg,3
blur_TuNam_36.jpg,3
blur_TuNam_37.jpg,3
blur_TuNam_38.jpg,3
blur_TuNam_39.jpg,3
blur_TuNam_4.jpg,3
blur_TuNam_40.jpg,3
blur_TuNam_5.jpg,3
blur_TuNam_6.jpg,3
blur_TuNam_7.jpg,3
blur_TuNam_8.jpg,3
blur_TuNam_9.jpg,3
brightness_Dat_1.jpg,0
